0.76,-1
0.76,-0.1596
0.7596,-0.158676
0.7591,-0.158361
0.7587,-0.158487
0.7579,-0.157479
0.7572,-0.157542
0.7564,-0.157164
0.755,-0.15561
0.7538,-0.155778
0.7519,-0.153909
0.7496,-0.152586
0.7479,-0.153489
0.7442,-0.148512
0.7421,-0.151431
0.7399,-0.150759
0.7362,-0.146832
0.7322,-0.145362
0.7294,-0.147294
0.7247,-0.142317
0.7214,-0.144564
0.716,-0.13902
0.7102,-0.136962
0.706,-0.13944
0.6994,-0.133014
0.6948,-0.136248
0.6874,-0.128814
0.6821,-0.132111
0.6738,-0.124068
0.668,-0.1281
0.6588,-0.119028
0.6523,-0.123333
0.6422,-0.113652
0.635,-0.11823
0.6277,-0.116487
0.6161,-0.105021
0.6038,-0.100968
0.5953,-0.107163
0.5866,-0.104916
0.5729,-0.091539
0.5634,-0.098364
0.5487,-0.084357
0.5386,-0.091896
0.524,-0.07938
0.5156,-0.090636
0.5067,-0.087717
0.5049,-0.102249
0.4884,-0.067914
0.4784,-0.079464
0.4659,-0.071589
0.4587,-0.081207
0.4522,-0.081312
0.4428,-0.073248
0.4367,-0.078897
0.4274,-0.070224
0.4208,-0.074508
0.4104,-0.064344
0.4032,-0.069552
0.392,-0.0588
0.3842,-0.064302
0.3722,-0.052962
0.3596,-0.049056
0.351,-0.05565
0.3423,-0.053613
0.3287,-0.040467
0.3193,-0.047313
0.3051,-0.034251
0.2954,-0.041664
0.2807,-0.028077
0.2707,-0.035847
0.2556,-0.021966
0.2401,-0.017871
0.2298,-0.026628
0.2194,-0.024234
0.2037,-0.009807
0.193,-0.01806
0.1772,-0.004032
0.1668,-0.013188
0.1512,0.001008
0.1409,-0.007959
0.1258,0.005292
0.1156,-0.002856
0.1007,0.010143
0.0907,0.001953
0.0764,0.013986
0.0669,0.005901
0.0531,0.017829
0.0442,0.009408
0.0312,0.020748
0.0228,0.012852
0.0108,0.022932
0.0031,0.015519
-0.0078,0.024528
-0.0147,0.017577
-0.0246,0.025956
-0.0308,0.019488
-0.0392,0.025872
-0.0445,0.020475
-0.0518,0.026208
-0.0562,0.021042
-0.062,0.0252
-0.0654,0.020874
-0.0699,0.024129
-0.0723,0.020223
-0.0752,0.021882
-0.0774,0.020874
-0.0783,0.018333
-0.0789,0.017829
-0.0788,0.016338
-0.0785,0.015855
-0.0772,0.013482
-0.0759,0.013209
-0.0734,0.010164
-0.0712,0.010332
-0.0675,0.006405
-0.0646,0.007476
-0.0597,0.002247
-0.0562,0.004452
-0.0504,-0.001596
-0.0462,0.000882
-0.0395,-0.005775
-0.0324,-0.008106
-0.0274,-0.004746
-0.0192,-0.013188
-0.0114,-0.013986
-0.0027,-0.017703
0.0176,-0.046326
0.0408,-0.057288
0.0585,-0.049455
0.0774,-0.055944
0.1054,-0.080934
0.1322,-0.084042
0.1489,-0.066339
0.172,-0.08463
0.1864,-0.069384
0.2062,-0.084882
0.2184,-0.071484
0.2296,-0.071736
0.2449,-0.083559
0.2542,-0.072912
0.2662,-0.081102
0.2731,-0.071841
0.2815,-0.076755
0.2861,-0.069741
0.2912,-0.071862
0.2935,-0.066465
0.2953,-0.065793
0.2955,-0.062475
0.2943,-0.059283
0.2926,-0.057876
0.2886,-0.052206
0.2851,-0.052521
0.2787,-0.045087
0.2737,-0.046977
0.2652,-0.037842
0.2589,-0.041139
0.2452,-0.022722
0.2339,-0.025389
0.226,-0.03087
0.2181,-0.029211
0.2056,-0.016926
0.1926,-0.013146
0.1838,-0.020118
0.1707,-0.008337
0.162,-0.01575
0.1491,-0.004221
0.1407,-0.011907
0.1283,-0.000903
0.1202,-0.008232
0.1087,0.001323
0.0976,0.002814
0.0872,0.003528
0.0807,-0.003297
0.0718,0.003612
0.0663,-0.002373
0.0593,0.002247
0.0601,-0.014301
0.0678,-0.030408
0.0744,-0.029484
0.0867,-0.044037
0.1076,-0.066486
0.1275,-0.068565
0.1396,-0.054726
0.1558,-0.066738
0.1654,-0.054894
0.178,-0.06384
0.1886,-0.061866
0.1972,-0.059472
0.2015,-0.051345
0.2063,-0.053403
0.2084,-0.048174
0.21,-0.04746
0.2099,-0.043869
0.2089,-0.041769
0.2061,-0.037401
0.2034,-0.037044
0.1984,-0.031164
0.1922,-0.027342
0.1875,-0.029505
0.1798,-0.021588
0.1743,-0.025053
0.1657,-0.016737
0.1566,-0.013776
0.1503,-0.018333
0.141,-0.01008
0.1348,-0.015288
0.1255,-0.006825
0.1164,-0.005334
0.1105,-0.010815
0.1021,-0.003801
0.0941,-0.002961
0.089,-0.00798
0.0821,-0.002751
0.0764,-0.004074
0.0775,-0.018585
0.0879,-0.040299
0.1003,-0.047103
0.1254,-0.079044
0.1503,-0.083853
0.1655,-0.066675
0.1852,-0.080262
0.1966,-0.065226
0.2109,-0.074319
0.2222,-0.070392
0.2303,-0.065373
0.2338,-0.056448
0.2365,-0.055335
0.2364,-0.049434
0.2349,-0.046179
0.2308,-0.039858
0.2244,-0.033684
0.2191,-0.034881
0.2099,-0.024759
0.1992,-0.019362
0.1915,-0.024045
0.1795,-0.012495
0.1667,-0.008127
0.1581,-0.015141
0.1452,-0.003402
0.1323,-0.000693
0.124,-0.00861
0.112,0.00168
0.1006,0.002814
0.0935,-0.004725
0.0837,0.003003
0.0776,-0.003486
0.0696,0.002184
0.0625,0.001785
0.0567,0.000273
0.0562,-0.010752
0.0693,-0.042063
0.0851,-0.051051
0.1033,-0.059913
0.1313,-0.086373
0.1488,-0.067998
0.1852,-0.115332
0.1969,-0.065919
0.2098,-0.071148
0.2183,-0.063693
0.222,-0.05439
0.2245,-0.052395
0.2243,-0.046683
0.2217,-0.041097
0.2163,-0.034083
0.2114,-0.034104
0.2025,-0.023835
0.1917,-0.017577
0.1838,-0.022008
0.1714,-0.009954
0.1626,-0.015666
0.1493,-0.003423
0.1358,-0.000168
0.1268,-0.007728
0.114,0.00294
0.1058,-0.004998
0.0943,0.004347
0.0836,0.004914
0.0713,0.010857
0.0636,0.002814
0.0595,-0.003885
0.0547,-0.001407
0.0511,-0.003171
0.0495,-0.007035
0.048,-0.00693
0.0476,-0.009156
0.0576,-0.033096
0.0863,-0.078393
0.1101,-0.073101
0.166,-0.15225
0.2022,-0.118482
0.2501,-0.153111
0.2906,-0.146076
0.3227,-0.135177
0.3389,-0.105189
0.3559,-0.110439
0.3627,-0.090447
0.3666,-0.085176
0.3634,-0.069594
0.3577,-0.063147
0.3443,-0.044163
0.3325,-0.045045
